ppid,status,name,brand,stars,reviews,questions,answers,love,price,size,category,countries,stars1,stars2,stars3,stars4,stars5,discontinued
P396914,full,Walk On Air,Kate Spade New York,4.6364,22.0,2.0,3.0,2861.0,75.0,1.7 oz/ 50 mL,Fragrance:Women:Perfume,,0,1,1,3,17,False
P396916,full,Summer Layering Trio,Clean,,,,,,,,,,0,0,0,0,0,True
P397000,full,Olivia Palermo x Ciaté London Nail Collection,Ciaté London,4.1818,66.0,3.0,3.0,7820.0,24.0,0.46 oz/ 13.5 mL,Makeup:Nail:Nail Polish,,5,4,8,6,43,True
P397010,full,Keep Fresh Deodorant Stick,Task Essential,4.5,2.0,0.0,0.0,215.0,25.0,2.5 oz/ 70 g,Men:Fragrance:Deodorant for Men,CA,0,0,0,1,1,False
P397011,full,Eye Rescue O2 Active Eye Serum,Task Essential,0.0,0.0,0.0,0.0,87.0,54.0,0.7 oz/ 20 mL,Men:Skincare:Eye Cream,CA,0,0,0,0,0,False
P397012,full,New Time O2 Revitalising Serum,Task Essential,0.0,0.0,0.0,0.0,28.0,79.0,1 oz/ 29 mL,Men:Skincare:Moisturizer & Treatments,CA,0,0,0,0,0,False
P397014,full,Terracotta Sun Glow Kit,Guerlain,,,,,,,,,,0,0,0,0,0,True
P397017,full,Amazonian Butter Double-Ended Lip Tint & Crème Duo,Tarte,,,,,,,,,,0,0,0,0,0,True
P397018,full,Just Cheeky Deluxe Cheek Stain Set,Tarte,,,,,,,,,,0,0,0,0,0,True
P397019,full,Contourtionist Bamboo Cream Blush And Contour Brush,Tarte,,,,,,,,,,0,0,0,0,0,True
P397024,full,True Volume Thickening Shampoo,Jack Black,3.3333,3.0,0.0,0.0,236.0,28.0,16 oz,Men:Hair:Shampoo & Conditioner,CA,1,0,0,1,1,False
P397025,full,Nourishing Hair & Scalp Conditioner,Jack Black,5.0,1.0,0.0,0.0,294.0,20.0,10 oz,Men:Hair:Shampoo & Conditioner,CA,0,0,0,0,1,False
P397028,full,No Frizz Humidity Shield,Living Proof,3.6865,185.0,12.0,33.0,8198.0,22.0,5.5 oz,Hair:Hair Styling & Treatments:Hair Styling Products,AU:CA,35,14,17,27,92,False
P397032,full,Ultra Shine Lip Gloss,Sephora Collection,,,,,,,,,,0,0,0,0,0,True
P397034,full,Météorites Light-Perfecting Primer,Guerlain,,,,,,,,,,0,0,0,0,0,True
P397035,full,Eyelash Curler,Shu Uemura,,,,,,,,,,0,0,0,0,0,True
P397036,full,POREfinist Anti-Shine Fresh Cleansing Oil,Shu Uemura,,,,,,,,,,0,0,0,0,0,True
P397037,full,Anti/Oxi Skin Refining Cleansing Oil,Shu Uemura,,,,,,,,,,0,0,0,0,0,True
P397038,full,Cleansing Beauty Oil Premium A/I,Shu Uemura,,,,,,,,,,0,0,0,0,0,True
P397042,full,The Southern Comfort in a Box,Drybar,,,,,,,,,,0,0,0,0,0,True
P397044,full,High-Gloss Shampoo,Gloss Moderne,3.85,20.0,1.0,4.0,793.0,45.0,8 oz/ 236 mL,Hair:Shampoo & Conditioner:Shampoo,,0,4,5,1,10,False
P397045,full,High-Gloss Conditioner,Gloss Moderne,4.5,12.0,2.0,3.0,909.0,45.0,8 oz/ 236 mL,Hair:Shampoo & Conditioner:Conditioner,,1,0,1,0,10,False
P397046,full,High-Gloss Serum,Gloss Moderne,4.0,14.0,0.0,0.0,736.0,49.0,4 oz/ 118 mL,Hair:Hair Styling & Treatments:Hair Styling Products,,1,2,1,2,8,False
P397047,full,High-Gloss Masque,Gloss Moderne,4.2766,47.0,4.0,7.0,3338.0,65.0,4 oz/ 120 mL,Hair:Hair Styling & Treatments:Hair Masks,,3,3,5,3,33,False
P397048,full,Clean Luxury Haircare Collection,Gloss Moderne,4.7143,7.0,0.0,0.0,382.0,180.0,,Hair:Value & Gift Sets,,0,0,1,0,6,False
P397050,full,Énergie de Vie The Refreshing & Refining Light Lotion-In Gel,Lancôme,4.4655,58.0,6.0,18.0,2207.0,50.0,6.7 oz/ 200 mL,Skincare:Moisturizers:Moisturizers,JP:SE:KR:NL:GB:DE:CA:NO,3,1,4,8,42,False
P397051,full,Abeille Royale Face Treatment Oil,Guerlain,3.907,43.0,3.0,4.0,2189.0,98.0,0.9 oz/ 26 mL,Skincare:Moisturizers:Face Oils,JP:KR:NL:GB:AU:DE:NO,4,5,4,8,22,False
P397052,full,Abeille Royale Daily Repair Serum,Guerlain,2.7778,9.0,1.0,0.0,1278.0,150.0,1 oz/ 30 mL,Skincare:Treatments:Face Serums,JP:KR:NL:GB:AU:DE:NO,2,3,1,1,2,False
P397053,full,Liquid Bronzer,James Read,,,,,,,,,,0,0,0,0,0,True
P397054,full,Gradual Day Tan - Body,James Read,,,,,,,,,,0,0,0,0,0,True
P397055,full,Gradual Day Tan - Face,James Read,,,,,,,,,,0,0,0,0,0,True
P397056,full,Express Glow Mask - Body,James Read,,,,,,,,,,0,0,0,0,0,True
P397057,full,Express Glow Mask - Face,James Read,,,,,,,,,,0,0,0,0,0,True
P397058,full,Tan Perfecting Enzyme Peel Mask,James Read,4.6667,3.0,2.0,0.0,872.0,22.0,2.6 oz/ 75 mL,Bath & Body:Self Tanners:For Body,,0,0,0,1,2,False
P397059,full,Express Bronzing Mousse,James Read,3.5833,12.0,0.0,0.0,291.0,45.0,6.7 oz/ 200 mL,Skincare:Self Tanners:For Body,,3,0,1,3,5,False
P397060,full,In Shower Gradual Tan,St. Tropez Tanning Essentials,3.2032,438.0,35.0,99.0,10873.0,25.0,6.7 oz,Bath & Body:Self Tanners,,120,50,39,79,150,False
P397061,full,Perfect Cleanse Clarifying Cleansing Oil,Nude Skincare,,,,,,,,,,0,0,0,0,0,True
P397102,full,Conditioner with Magnolia,Klorane,2.0,3.0,0.0,0.0,219.0,16.0,5.07 oz/ 150 mL,Hair:Shampoo & Conditioner:Conditioner,CA,2,0,0,1,0,False
P397103,full,Conditioner with Oat Milk,Klorane,,,,,,,,,,0,0,0,0,0,True
P397104,full,Conditioner with Quinine and B Vitamins,Klorane,2.5333,15.0,1.0,1.0,507.0,16.0,5.07 oz/ 150 mL,Hair:Shampoo & Conditioner:Conditioner,CA,7,2,0,3,3,False
P397105,full,Conditioning Balm with Mango Butter,Klorane,4.25,20.0,2.0,3.0,1933.0,9.0,1.69 oz/ 50 mL,Hair:Shampoo & Conditioner:Conditioner,CA,0,3,2,2,14,False
P397106,full,Leave-In Cream with Desert Date,Klorane,4.2,5.0,0.0,0.0,362.0,18.0,4.22 oz/ 125 mL,Hair:Shampoo & Conditioner:Leave-In Conditioner,CA,1,0,0,0,4,False
P397107,full,Leave-In Cream with Mango Butter,Klorane,4.0,5.0,0.0,0.0,579.0,18.0,4.22 oz/ 125 mL,Hair:Shampoo & Conditioner:Leave-In Conditioner,CA,1,0,0,1,3,False
P397109,full,Leave-In Spray with Flax Fiber,Klorane,4.25,4.0,2.0,0.0,568.0,18.0,4.22 oz/ 125 mL,Hair:Shampoo & Conditioner:Leave-In Conditioner,CA,0,0,1,1,2,False
P397110,full,Leave-In Spray with Magnolia,Klorane,3.6,5.0,0.0,0.0,531.0,18.0,3.3 oz/ 100 mL,Hair:Shampoo & Conditioner:Leave-In Conditioner,CA,1,0,1,1,2,False
P397111,full,Mango Oil,Klorane,4.0,12.0,0.0,0.0,1701.0,18.0,4.22 oz/ 125 mL,Hair:Hair Styling & Treatments:Hair Oil,CA,0,3,3,0,7,False
P397112,full,Mask with Magnolia,Klorane,5.0,4.0,0.0,0.0,1311.0,26.0,5 oz/ 150 mL,Hair:Hair Styling & Treatments:Hair Masks,CA,0,0,0,0,4,False
P397113,full,Mask with Mango Butter,Klorane,4.0833,12.0,0.0,0.0,1105.0,26.0,5.07 oz/ 143 g,Hair:Hair Styling & Treatments:Hair Masks,CA,1,1,1,2,7,False
P397114,full,Shampoo with Flax Fiber,Klorane,4.3333,12.0,0.0,0.0,554.0,20.0,13.5 oz/ 400 mL,Hair:Shampoo & Conditioner:Shampoo,CA,1,0,1,2,8,False
P397115,full,Shampoo with Magnolia,Klorane,3.6667,3.0,0.0,0.0,411.0,20.0,13.5 oz/ 400 mL,Hair:Shampoo & Conditioner:Shampoo,CA,1,0,0,0,2,False
P397116,full,Shampoo with Mango Butter,Klorane,4.1053,19.0,4.0,7.0,1959.0,20.0,13.5 oz/ 400 mL,Hair:Shampoo & Conditioner:Shampoo,CA,2,2,0,3,12,False
P397118,full,Shampoo with Oat Milk,Klorane,3.7,10.0,0.0,0.0,804.0,20.0,13.4 oz/ 400 mL,Hair:Shampoo & Conditioner:Shampoo,CA,1,0,4,1,4,False
P397119,full,Shampoo with Quinine and B Vitamins,Klorane,3.5882,17.0,1.0,0.0,1617.0,20.0,13.4 oz/ 400 mL,Hair:Shampoo & Conditioner:Shampoo,CA,4,1,2,1,9,False
P397120,full,Shower Cap Terrycloth Lined,Klorane,3.875,16.0,1.0,0.0,1002.0,15.0,,Hair:Hair Tools:Hair Accessories,CA,3,1,0,3,9,False
P397201,full,Custom Fragrance Blending Mini Kit,The Blend,,,,,,,,,,0,0,0,0,0,True
P397203,full,Pomélo Paradis Cologne Absolue Pure Perfume Travel Spray,Atelier Cologne,4.3571,14.0,1.0,0.0,1212.0,25.0,0.25 oz/ 7.5 mL,Fragrance:Women:Rollerballs & Travel Size,,0,1,1,4,8,False
P397206,full,Vinegar Shine Rinse With Chamomile,Klorane,3.5714,7.0,2.0,1.0,504.0,18.0,6.7 oz/ 200 mL,Hair:Hair Styling & Treatments:Scalp & Hair Treatments,CA,1,1,1,1,3,False
P397207,full,Conditioner with Chamomile,Klorane,4.3636,11.0,3.0,3.0,992.0,9.0,1.6 oz,Hair:Shampoo & Conditioner:Conditioner,CA,1,1,0,0,9,False
P397208,full,Conditioner with Papyrus Milk,Klorane,4.3333,6.0,0.0,0.0,341.0,16.0,5.13 oz/ 150 mL,Hair:Shampoo & Conditioner:Conditioner,CA,1,0,0,0,5,False
P397209,full,Leave-In Cream with Papyrus Milk,Klorane,4.5,12.0,1.0,2.0,1332.0,18.0,4.22 oz/ 125 mL,Hair:Shampoo & Conditioner:Leave-In Conditioner,CA,0,1,1,1,9,False
P397210,full,Mask with Papyrus Milk,Klorane,4.8,5.0,0.0,0.0,1196.0,26.0,5.07 oz/ 143 g,Hair:Hair Styling & Treatments:Hair Masks,CA,0,0,0,1,4,False
P397211,full,Shampoo with Centaury,Klorane,4.5,10.0,2.0,1.0,318.0,15.0,6.7 oz/ 200 mL,Hair:Shampoo & Conditioner:Shampoo,CA,1,0,0,1,8,False
P397212,full,Shampoo with Chamomile,Klorane,4.4545,22.0,4.0,5.0,1372.0,15.0,6.7 oz/ 200 mL,Hair:Shampoo & Conditioner:Shampoo,CA,1,2,0,2,17,False
P397213,full,Shampoo with Citrus Pulp,Klorane,4.0769,13.0,3.0,2.0,796.0,20.0,13.5 oz/ 400 mL,Hair:Shampoo & Conditioner:Shampoo,CA,0,2,2,2,7,False
P397214,full,Shampoo with Nettle,Klorane,3.625,8.0,2.0,1.0,482.0,20.0,13.4 oz/ 400 mL,Hair:Shampoo & Conditioner:Shampoo,CA,1,1,1,2,3,False
P397215,full,Shampoo with Papyrus Milk,Klorane,4.0,1.0,0.0,0.0,311.0,20.0,13.4 oz/ 400 mL,Hair:Shampoo & Conditioner:Shampoo,CA,0,0,0,1,0,False
P397216,full,Shampoo with Peony,Klorane,4.1429,14.0,1.0,1.0,811.0,20.0,13.4 oz/ 400 mL,Hair:Shampoo & Conditioner:Shampoo,CA,1,0,3,2,8,False
P397217,full,Color Enhancing Anti-Fade Shampoo with Pomegranate,Klorane,3.6,5.0,1.0,1.0,404.0,20.0,6.7 oz,Hair:Shampoo & Conditioner:Shampoo,CA,1,1,0,0,3,False
P397219,full,Facial Treatment Essence Limited Edition- Pink Flower,Sk-Ii,,,,,,,,,,0,0,0,0,0,True
P397221,full,NeutralEYES™ Eye Shadow Palette Volume III,Tarte,,,,,,,,,,0,0,0,0,0,True
P397222,full,NeutralEYES™ Eye Shadow Palette Volume IV,Tarte,,,,,,,,,,0,0,0,0,0,True
P397223,full,My Favorite Things Best Sellers Collection,Tarte,,,,,,,,,,0,0,0,0,0,True
P397224,full,"Beauty on the Fly The Ultimate Travel Bag Face, Body & Hair",Sephora Favorites,,,,,,,,,,0,0,0,0,0,True
P397249,full,BODY SCULPTER,Biotherm,,,,,,,,,,0,0,0,0,0,True
P397252,full,BLUE THERAPY LIFT & BLUR,Biotherm,,,,,,,,,,0,0,0,0,0,True
P397253,full,SKIN•BEST C.C. CREAM SPF 25,Biotherm,,,,,,,,,,0,0,0,0,0,True
P397254,full,SKIN•BEST NIGHT,Biotherm,,,,,,,,,,0,0,0,0,0,True
P397257,full,Minimergency® Kit for Her - Silver Stud Muffin,Pinch Provisions,0.0,0.0,0.0,0.0,99.0,18.0,,Tools & Brushes:Value & Gift Sets,,0,0,0,0,0,False
P397263,full,Shampoo with Desert Date,Klorane,4.4615,13.0,2.0,2.0,728.0,15.0,6.7 oz/ 200 mL,Hair:Shampoo & Conditioner:Shampoo,CA,1,0,0,3,9,False
P397265,full,Mask with Desert Date,Klorane,4.1875,16.0,1.0,1.0,1194.0,26.0,5.07 oz/ 143 g,Hair:Hair Styling & Treatments:Hair Masks,CA,2,0,1,3,10,False
P397267,full,L’Homme Parfum Travel Spray,Yves Saint Laurent,4.5,4.0,0.0,0.0,587.0,19.0,0.33 oz,Fragrance:Women:Rollerballs & Travel Size,JP:KR:NL:GB:DE:CA:NO,0,0,0,2,2,False
P397276,full,Evercalm Ultra Calming Skin Duo,Ren,,,,,,,,,,0,0,0,0,0,True
P397278,full,Root Envy Ultimate Root Boost,Sally Hershberger 24K,4.3793,29.0,2.0,1.0,2388.0,32.0,4.2 oz/ 125 mL,Hair:Hair Styling & Treatments:Hair Styling Products,,1,2,2,4,20,False
P397280,full,Superiority Complex Texturizing Paste,Sally Hershberger 24K,4.75,20.0,6.0,7.0,1458.0,40.0,2 oz/ 57 g,Hair:Hair Styling & Treatments:Hair Styling Products,,0,0,2,1,17,False
P397282,full,Golden Touch Nourishing Dry Oil,Sally Hershberger 24K,4.5312,32.0,2.0,1.0,2493.0,40.0,4.2 oz/ 125 mL,Hair:Hair Styling & Treatments:Hair Oil,,1,2,1,3,25,False
P397284,full,pHenomenal 2-3 Week Tan Mousse & Tanning Mitt Duo,Vita Liberata,4.5,18.0,9.0,7.0,1185.0,84.0,,Skincare:Self Tanners:For Body,,2,0,0,1,15,False
P397295,full,High Potency Face Firming Activator Anti-Aging Treatment,Perricone Md,3.6111,18.0,8.0,4.0,1239.0,125.0,2 oz/ 59 mL,Skincare:Treatments:Face Serums,AU:CA,3,1,5,0,9,False
P397299,full,Mask Mini Set,Clinique,,,,,,,,,,0,0,0,0,0,True
P397310,full,PoreDermabrasion™ Pore Perfecting Exfoliator,Dr. Brandt Skincare,4.1594,138.0,10.0,19.0,9560.0,58.0,2 oz,Skincare:Cleansers:Exfoliators,CA,9,9,12,29,79,False
P397311,full,Fabulous Tinted Self Tanning Mousse ,Vita Liberata,3.75,8.0,4.0,4.0,820.0,40.0,6.76 oz/ 200 mL,Bath & Body:Self Tanners,,2,0,0,2,4,False
P397312,full,Girl on the Fly,Boscia,,,,,,,,,,0,0,0,0,0,True
P397313,full,FLASHMUD™ Brightening Treatment,Glamglow,4.1288,396.0,59.0,91.0,37312.0,69.0,1.7 oz/ 50 mL,Skincare:Masks:Face Masks,JP:KR:NL:GB:AU:DE:NO,39,25,25,64,243,False
P397316,full,Eau Parfumée White Tea Gift Set,Bvlgari,,,,,,,,,,0,0,0,0,0,True
P397320,full,Lip Lovin’ Tinted Balms,Benefit Cosmetics,,,,,,,,,,0,0,0,0,0,True
P397326,full,AQVA DIVINA,Bvlgari,,,,,,,,,,0,0,0,0,0,True
P397330,full,24K Gold Mask Pure Luxury Lift & Firm Mask,Peter Thomas Roth,,,,,,,,,,0,0,0,0,0,True
P397332,full,Brightening Bubbling Mask,Peter Thomas Roth,,,,,,,,,,0,0,0,0,0,True
P397334,full,1 Million Cologne ,Paco Rabanne,4.5556,9.0,2.0,1.0,396.0,66.0,2.5 oz/ 75 mL,Fragrance:Men:Cologne,,0,1,0,1,7,False
P397338,full,White Woods Mini Rollerball,Clean,,,,,,,,,,0,0,0,0,0,True
P397340,full,Do the Hoola Beyond Bronze Kit,Benefit Cosmetics,4.209,67.0,7.0,14.0,33461.0,34.0,,Makeup:Value & Gift Sets,JP:KR:NL:GB:DE:NO,4,3,5,18,37,False
P397342,full,Air Mini Rollerball,Clean,,,,,,,,,,0,0,0,0,0,True
P397344,full,Operation Pore-Proof Kit,Benefit Cosmetics,3.9825,57.0,4.0,3.0,41569.0,34.0,,Makeup:Value & Gift Sets,JP:KR:NL:GB:DE:NO,3,4,10,14,26,False
P397346,full,Liquid Cashmere Rollerball,Donna Karan,,,,,,,,,,0,0,0,0,0,True
P397348,full,Full Metal Shadow,Yves Saint Laurent,4.2051,39.0,4.0,3.0,8986.0,30.0,0.15 oz/ 4.44 mL,Makeup:Eye:Eyeshadow,JP:KR:NL:GB:DE:NO,2,4,3,5,25,False
P397350,full,Bay Breeze Hydrating Shots,Drybar,3.786,229.0,9.0,66.0,6362.0,38.0,4 x 0.5 oz/ 4 x 15 mL,Hair:Hair Styling & Treatments:Hair Masks,,36,16,21,44,113,False
P397351,partial,Don’t Blow It Fine (H)air Styler,Bumble And Bumble,3.8208,787.0,26.0,118.0,24213.0,31.0,5 oz/ 150 mL,Hair:Hair Styling & Treatments:Hair Styling Products,JP:SE:KR:NL:GB:AU:DE:NO,111,78,66,118,415,False
P397352,full,Style Lab Duo,Living Proof,,,,,,,,,,0,0,0,0,0,True
P397354,full,The Original BB Set,Dr. Jart+,4.3,30.0,10.0,21.0,5988.0,34.0,,Makeup:Face:BB & CC Cream,KR,2,1,3,4,20,False
P397355,full,The Kit for All Curl Kind,Devacurl,3.2083,24.0,1.0,1.0,1609.0,30.0,,Hair:Value & Gift Sets,,7,2,2,5,8,False
P397373,full,Glycolic Exfoliating & Resurfacing Wipes,Anthony,4.7115,52.0,9.0,7.0,3521.0,18.0,30 wipes,Men:Skincare:Moisturizer & Treatments,CA,1,1,1,6,43,False
P397374,full,High Performance Age Defying Trio,Anthony,5.0,1.0,1.0,0.0,751.0,59.0,,Men:Value & Gift Sets:Skincare Sets,,0,0,0,0,1,False
P397375,full,No Sweat Body Defense,Anthony,4.1,10.0,3.0,1.0,943.0,20.0,3 oz/ 90 mL,Men:Fragrance:Deodorant for Men,CA,2,0,0,1,7,False
P397377,full,Colorful Blush,Sephora Collection,,,,,,,,,,0,0,0,0,0,True
P397378,full,Chrysalis Palette Set,Kat Von D,,,,,,,,,,0,0,0,0,0,True
P397379,full,Energy Noir Clay Palette,Tarte,,,,,,,,,,0,0,0,0,0,True
P397380,full,Swirl Power Contour & Bronzer Brush,Tarte,4.3053,95.0,12.0,14.0,12978.0,34.0,,Makeup:Brushes & Applicators:Face Brushes,,3,8,10,10,64,False
P397383,full,Opening Act Lash Primer,Tarte,4.3862,189.0,6.0,28.0,10879.0,22.0,,Makeup:Eye:Mascara,,10,6,10,38,126,False
P397385,full,"Lights, Camera, Lashes Closeup Lash Liner",Tarte,,,,,,,,,,0,0,0,0,0,True
P397386,full,Park Ave Princess Contour Palette Volume II,Tarte,,,,,,,,,,0,0,0,0,0,True
P397387,full,Vinoperfect Radiance Tinted Moisturizer SPF 20,Caudalie,,,,,,,,,,0,0,0,0,0,True
P397388,full,I’m Real - Tea Tree Face Mask Sheet - Soothing (2 pack),Tony Moly,,,,,,,,,,0,0,0,0,0,True
P397389,full,I’m Real - Lemon Face Mask Sheet - Brightening (2 pack),Tony Moly,,,,,,,,,,0,0,0,0,0,True
P397391,full,Shaba Complex™ Eye Serum,Drunk Elephant,,,,,,,,,,0,0,0,0,0,True
P397397,full,Tonique Pure Focus,Lancôme,4.16,25.0,1.0,0.0,1038.0,26.0,6.7 oz/ 200 mL,Skincare:Cleansers:Toners,JP:SE:KR:NL:GB:DE:NO,2,1,5,0,17,False
P397401,full,Luxe False Lash,Sephora Collection,3.7546,326.0,12.0,19.0,20999.0,17.0,,Makeup:Eye:False Eyelashes,,46,36,29,56,159,False
P397403,full,Glitterati Python Slant Tweezer,Tweezerman,,,,,,,,,,0,0,0,0,0,True
P397405,full,Brow Shaping Brush,Tweezerman,,,,,,,,,,0,0,0,0,0,True
P397407,full,Black Magic Set of 2 Makeup Remover Cloths,Sephora Collection,4.5452,398.0,32.0,155.0,13810.0,12.0,,Makeup:Accessories:Makeup Removers,,10,10,19,73,286,False
P397409,full,Lip Service Set of Two Makeup Sponges,Sephora Collection,,,,,,,,,,0,0,0,0,0,True
P397411,full,Feelin’ Fancy Hair Barrette,Sephora Collection,,,,,,,,,,0,0,0,0,0,True
P397413,full,Three’s A Charm Hair Ties,Sephora Collection,,,,,,,,,,0,0,0,0,0,True
P397415,full,Glam Me Up Hair Ties,Sephora Collection,,,,,,,,,,0,0,0,0,0,True
P397417,full,Blind Date Hair Barrette,Sephora Collection,,,,,,,,,,0,0,0,0,0,True
P397419,full,Style Rut Hair Barrette,Sephora Collection,,,,,,,,,,0,0,0,0,0,True
P397421,full,Day To Night Hair Barrette,Sephora Collection,,,,,,,,,,0,0,0,0,0,True
P397423,full,#SHAPEMATTERS PALETTE,Smashbox,4.3604,419.0,26.0,59.0,58022.0,55.0,,Makeup:Makeup Palettes,JP:SE:KR:NL:GB:AU:DE:NO,8,24,36,92,259,False
P397424,full,The Precision Brow Pencil,Kevyn Aucoin,4.4545,33.0,1.0,2.0,2507.0,26.0,0.003,Makeup:Eye:Eyebrow,,0,0,5,8,20,False
P397430,full,Still Life Alchemy Skinny Wrap Set,Sephora Collection,,,,,,,,,,0,0,0,0,0,True
P397432,full,Gold Edged Brush Set,Sephora Collection,,,,,,,,,,0,0,0,0,0,True
P397434,full,Wende's Contraband Palette,Urban Decay,,,,,,,,,,0,0,0,0,0,True
P397435,full,Matte Tan Body Perfection Gel with SPF 30,Perfekt,,,,,,,,,,0,0,0,0,0,True
P397448,full,Cade Shaving Cream,L’Occitane,4.5,2.0,1.0,1.0,317.0,28.0,5.2 oz/ 147 g,Men:Shaving:Shaving,JP:KR:NL:GB:AU:DE:NO,0,0,0,1,1,False
P397449,full,Cade After Shave Balm,L’Occitane,5.0,4.0,0.0,0.0,345.0,34.0,2.5 oz/ 75 mL,Men:Shaving:Aftershave,JP:KR:NL:GB:AU:DE:NO,0,0,0,0,4,False
P397451,full,Cade Complete Care Moisturizer,L’Occitane,4.0,2.0,0.0,0.0,200.0,44.0,1.7 oz/ 50 mL,Men:Skincare:Moisturizer & Treatments,JP:KR:NL:GB:AU:DE:NO,0,0,1,0,1,False
P397459,full,Cedrat Deodorant,L’Occitane,3.7778,9.0,1.0,1.0,908.0,20.0,2.6 oz/ 75 g,Men:Fragrance:Deodorant for Men,JP:KR:NL:GB:AU:DE:NO,2,0,1,1,5,False
P397463,full,Dry Shampoo with Oat Milk - Loose Powder Formula,Klorane,4.3636,33.0,2.0,1.0,2065.0,20.0,1.7 oz/ 50 g,Hair:Shampoo & Conditioner:Dry Shampoo,CA,1,3,0,8,21,False
P397464,full,Mocha Rose Lip Balm,Rosebud Perfume Co.,,,,,,,,,,0,0,0,0,0,True
P397465,full,Strawberry Lip Balm,Rosebud Perfume Co.,,,,,,,,,,0,0,0,0,0,True
P397468,full,La Base Pro Hydra Glow Makeup Primer,Lancôme,,,,,,,,,,0,0,0,0,0,True
P397469,full,False Eyelashes,Shu Uemura,,,,,,,,,,0,0,0,0,0,True
P397470,full,Eyelash Adhesive N,Shu Uemura,,,,,,,,,,0,0,0,0,0,True
P397473,full,Tint In Gelato Lip and Cheek Color,Shu Uemura,,,,,,,,,,0,0,0,0,0,True
P397475,full,Rouge Unlimited Supreme Shine Lipstick,Shu Uemura,,,,,,,,,,0,0,0,0,0,True
P397476,full,Metal:Ink Liquid Eye Liner,Shu Uemura,,,,,,,,,,0,0,0,0,0,True
P397477,full,Tokyo Lash Mascara,Shu Uemura,,,,,,,,,,0,0,0,0,0,True
P397478,full,Petal Lash Mascara,Shu Uemura,,,,,,,,,,0,0,0,0,0,True
P397479,full,Ultimate Natural Mascara,Shu Uemura,,,,,,,,,,0,0,0,0,0,True
P397482,full,Calligraph:Ink Liquid Eye Liner Applicator,Shu Uemura,,,,,,,,,,0,0,0,0,0,True
P397485,full,Calligraph: Ink Cartridge,Shu Uemura,,,,,,,,,,0,0,0,0,0,True
P397488,full,Oud Noir,Versace,5.0,3.0,0.0,0.0,471.0,155.0,3.4 oz/ 100 mL,Fragrance:Men:Cologne,,0,0,0,0,3,False
P397490,full,Eros Pour Femme Rollerball,Versace,,,,,,,,,,0,0,0,0,0,True
P397498,full,Brush #14,Anastasia Beverly Hills,4.7073,123.0,8.0,13.0,18148.0,18.0,,Makeup:Eye:Eyebrow,AU,2,2,5,12,102,False
P397502,full,Empty Eyeshadow Bar Compacts,Buxom,4.6512,43.0,4.0,2.0,4694.0,2.0,Single Eyeshadow Compact,Makeup:Eye:Eyeshadow,JP:SE:KR:NL:GB:AU:DE:NO,2,0,1,5,35,False
P397504,full,Pastel Persuasion™ Eyeshadow Palette,Buxom,,,,,,,,,,0,0,0,0,0,True
P397506,full,Dolly’s Wild Side™ Eyeshadow Palette ,Buxom,4.5169,89.0,5.0,10.0,9376.0,40.0,,Makeup:Eye:Eye Palettes,JP:SE:KR:NL:GB:AU:DE:NO,2,4,3,17,63,False
P397508,full,May Contain Nudity™ Eyeshadow Palette ,Buxom,4.1429,42.0,3.0,5.0,6639.0,40.0,,Makeup:Eye:Eye Palettes,JP:SE:KR:NL:GB:AU:DE:NO,1,4,3,14,20,False
P397512,full,Summer Lovers Duo,Buxom,,,,,,,,,,0,0,0,0,0,True
P397514,full,Eyeshadow Bar Single Eyeshadow,Buxom,4.5526,333.0,34.0,48.0,112318.0,12.0,0.05 oz,Makeup:Eye:Eyeshadow,JP:SE:KR:NL:GB:AU:DE:NO,10,10,11,57,245,False
P397516,full,Outrageous Intense Waterproof Gel Eyeliner,Sephora Collection,2.9154,130.0,4.0,16.0,9605.0,14.0,0.12 oz/ 3.4 g,Makeup:Eye:Eyeliner,,45,17,10,20,39,False
P397517,partial,Born This Way Foundation,Too Faced,3.7847,4311.0,733.0,576.0,159839.0,39.0,1.0 oz,Makeup:Face:Foundation,AU,484,501,503,817,2015,False
P397518,full,Love Palette,Too Faced,,,,,,,,,,0,0,0,0,0,True
P397519,full,Love Flush Long-Lasting 16-Hour Blush,Too Faced,4.6427,473.0,33.0,109.0,83588.0,26.0,0.21 oz/ 6 g,Makeup:Cheek:Blush,AU,8,13,15,68,369,False
P397523,full,Rosewater Balancing Mist Intense Limited Edition,Jurlique,4.3636,22.0,5.0,11.0,3850.0,65.0,6.7 oz/ 200 mL,Skincare:Moisturizers:Mists & Essences,CA,2,2,0,0,18,False
P397524,full,Bronzing Mousse,James Read,,,,,,,,,,0,0,0,0,0,True
P397525,full,Deep-Pore Cleansing Pair,Boscia,,,,,,,,,,0,0,0,0,0,True
P397526,full,Day to Day Value Set,Supergoop!,4.4286,7.0,0.0,0.0,3535.0,45.0,,Skincare:Value & Gift Sets,CA,0,0,0,4,3,False
P397527,full,At Play Value Set,Supergoop!,4.625,8.0,1.0,0.0,2489.0,45.0,,Skincare:Value & Gift Sets,CA,0,0,0,3,5,False
P397607,full,Abeille Royale 1-Month Youth Treatment,Guerlain,5.0,1.0,2.0,1.0,488.0,265.0,1.3 oz/ 40 mL,Skincare:Treatments:Face Serums,JP:KR:NL:GB:AU:DE:CA:NO,0,0,0,0,1,False
